"attendance" "achieved_points"
26.7367761084986 31.8083824723644
54.7463182693324 52.3528464551237
35.0563227339593 36.5588588908711
52.5246251917496 66.6463009544537
45.0366939612705 36.8092932126088
41.7809724355055 52.2335037938937
17.0046611838621 22.7970527328237
31.0508868575007 25.8325060215827
55.7088158460103 52.010689434814
62.5236611916814 64.7468815556697
43.9020374772498 39.569242011546
52.5577332625652 43.1489824558087
72.2738085725994 0
77.8395180095402 0
33.2920564080723 34.5183438865598
50.4965772623168 35.9409851614615
73.6541249667578 54.6993724422549
44.3084966497701 36.7612402304002
51.6353005409436 44.6632248412456
51.0446433850214 48.8113679640427
36.9695883862955 44.1601517566174
44.7482799486846 40.145064239419
52.0395969821991 39.6310932663696
45.2893731564585 50.0587581080869
72.1069314597096 67.9118897307784
44.1107214346721 54.1552412514201
44.950475041437 28.9315401714414
64.7930626213555 60.5042867966968
34.0075171732183 48.0768914396682
51.8419914783707 56.226179189747
25.3125557340742 21.3898715282848
73.0513336461072 72.8120027534436
47.7515963952707 38.4979934227373
44.3415829035508 39.6573513188055
30.8137591580715 44.0797469854107
52.4203330196504 47.4335842283805
38.5042175391125 46.7949140608675
43.1888660759496 40.2377987314409
75.1673318308613 53.4198113075701
49.4745139904893 40.04973625578
33.736858311428 25.6150344125849
55.4224310729719 48.0013547888881
46.1871888415384 42.160926789372
62.9168662477736 56.8507032675703
77.7089852626143 0
35.1256227670355 53.857318697575
60.5399795044743 43.7683004442034
54.0473813117741 47.5639917927716
68.2821524497348 65.6055096794494
48.5218809982333 61.8817220196187
67.2470917016888 62.425502850867
21.9146333151598 37.6228689403017
82.2223802996443 58.290177900243
67.7415430377882 75.1833952774297
49.9091050978786 41.830101610083
27.1130479693433 27.8589546712337
63.8474251254528 48.8631468391996
61.0411851417888 0
52.4450285776394 66.3652546004335
55.2160916763581 74.3252321021407
42.3000722475374 32.3873094813691
59.0326248058119 59.6526348576914
57.7305591479364 66.8636761552739
47.653024128108 44.5836423004134
29.0932209250145 29.9312022263628
64.861302389512 0
62.287945357815 63.2062192731805
37.8716532808371 51.486353806893
24.5567439231556 34.6538120219967
56.1555625357125 55.9026905074695
46.4971185392191 42.7160205357348
56.9923190073873 58.1774896156553
29.8348246070879 27.4890056916793
35.7142474918175 34.5285206645795
71.6220980724959 75.0162048018318
59.6466421585086 59.730310296821
62.8549518846467 60.3961660641447
84.4308077377094 72.6657703317463
54.8186458564654 60.4282180990815
