group1 group2
78.2975342338392 61
110.270046192914 80
97.5151706681007 81
104.223203858324 100
109.876532936397 142
108.35568172035 142
93.3947814095429 122
115.640694932918 70
83.7702406470845 80
108.63896373479 85
94.883972265638 81
80.826349745546 123
81.3418615138005 72
102.451790634397 108
122.235343019081 75
102.733760641445 101
111.307847945283 52
108.386693740601 104
93.4538472212179 182
109.539609784794 150
103.529514654893 122
102.065992926496 96
110.011132343102 147
107.474519916403 109
93.7342516327686 50
103.952236859367 100
91.0783204595442 119
106.308184100918 102
95.6729481671543 87
104.521386442185 95
103.679990451963 177
97.2961251033809 82
104.65512617713 82
105.74356225627 105
97.6930000984259 127
111.722425083025 38
113.927027067331 105
93.3800874429042 98
92.2263079327499 62
105.135385789088 106
90.8668776195873 89
95.505761947497 103
108.029326991036 99
94.265231490189 72
80.7187483215167 120
106.643908338221 110
83.9745977620575 79
86.4539974254615 88
69.820673205821 108
108.312378222301 131
102.510970888473 163
104.622934659413 80
108.447922232232 84
99.5802847567844 177
88.9442409429997 131
105.637756523309 103
113.033647558197 91
84.9977906220534 126
93.9301076488096 84
97.0775493434342 135
87.103166566764 40
106.941058487747 74
94.0081809710288 89
112.569066439716 114
100.535080136274 56
107.280925176719 51
115.610980682106 156
102.656247535972 81
110.767262592073 73
102.106979316792 73
84.8832647417763 161
100.224022599136 89
107.181362060421 120
104.894570178423 193
98.2611165412173 64
87.823005113316 71
106.463983687095 146
90.8354397165211 113
87.4817655757443 113
105.949277184055 132
87.6718933481017 116
102.443644149061 91
100.027721853436 90
86.7179031397444 75
111.796964118328 108
94.0719500085107 97
111.999783163367 78
95.2496632038787 117
94.2494290384918 113
99.687739753915 71
96.4194300402154 100
96.4339892235227 86
91.2233561656627 135
87.8710287482204 99
106.13286618687 67
91.9379665853752 144
86.2354307009111 156
94.9215210083645 63
91.9906451326266 43
78.0721431432993 82
97.0906285073232 112
101.671741211605 67
102.946923564857 118
103.927412654207 92
89.9915628699919 79
96.7427288017657 67
89.9165119457116 31
93.6456851796623 147
87.9015931201266 153
88.8353619934731 92
106.298811625759 99
97.2747842982137 108
97.4115883162133 102
117.295581798915 182
99.4160783459263 135
94.6293621539108 113
107.472866961657 81
95.1274216461027 49
113.729077814795 103
96.2232763935378 82
93.8384738588161 206
88.3187494892532 116
103.286403585911 69
114.665106274402 93
96.4399045491109 116
102.614676418774 114
103.333288551757 75
114.221932403095 81
106.638766006662 105
89.2634484430469 58
93.0309822533326 111
92.5386954306544 89
101.415728721322 61
99.9605277926935 75
103.679375010918 104
93.4265708530275 115
96.2365332983895 135
107.413600604251 106
99.0039324355153 109
93.4571012139291 44
109.711643740613 100
100.134963115684 95
90.8346533297845 37
117.096885612616 191
88.3189901005334 189
82.1896373984748 67
77.4686755143178 136
106.511259695467 98
94.6716737439723 53
97.2444064302772 78
102.89626972629 141
95.3351593820924 74
83.9193982505531 132
80.5021620395801 95
96.5930008176902 193
101.747255273313 68
77.2222243922277 70
102.905244809471 99
104.223063574736 68
112.947373632067 75
101.64714018574 133
102.049538408002 110
106.046036267258 69
99.8085923083107 52
99.2028565262119 95
101.159844644028 130
107.441733640484 88
95.6870939647231 122
95.0047104808877 96
91.3483792324429 87
90.4224271672813 98
103.267999713386 68
115.473722256852 47
90.3114043113557 138
98.1155957374054 96
89.6999883854408 68
109.080864418605 98
96.8261813529187 134
101.790039665404 121
103.480281877292 69
89.4572097872556 113
98.952557118893 123
97.7165738290547 124
106.753555624275 72
87.6675530649369 85
88.0003845557722 54
107.658665766161 56
94.1190213871702 98
93.3970417002442 56
101.130135221973 112
96.7960120031396 120
118.663814969388 96
102.595314557678 57
101.615600709181 36
109.310749093354 79
99.4005325074038 50
100.487397000775 106
89.2712459926604 66
77.0702856951933 53
87.9279314993566 163
101.141094297972 88
89.6670292089462 116
106.888077523421 84
107.250830176749 76
102.173802109391 83
97.9834326838162 101
86.3431013941132 86
96.9106239132284 108
95.4709711346277 101
106.632291445198 121
113.086295367487 115
105.010403098945 123
88.7171146480263 140
116.709973053982 78
110.103530324521 102
102.235212158745 60
77.9351540679038 83
90.4541438144684 102
99.3142693278976 139
107.613059015653 161
88.2009580004171 171
132.111989567673 69
74.4617514904917 93
97.6406605066593 78
97.4043735673856 106
93.3663308338081 95
96.8100928917385 93
107.423951575723 128
91.2570732421423 51
79.1718623369672 71
100.937679028102 100
99.981801879972 67
99.8689934762843 79
106.679680745581 124
99.8683229704784 125
107.760470304763 102
79.8926466736474 95
88.718195050282 107
103.487995715857 85
96.4710151790308 68
109.447745979176 113
89.9528014747354 170
107.239027324968 56
93.3116725900964 112
88.869598062842 83
96.5719481063306 68
100.497793231687 56
87.7231803847446 90
92.3599408917255 117
87.5381793838212 95
110.167739777598 121
107.236126240589 59
89.6747286289489 89
105.573460041228 98
97.4441857690048 83
88.8660824285333 51
104.211974396148 83
96.7704968815363 88
108.801799011915 28
98.051363932241 81
111.880549821038 156
94.9023548823205 60
102.195480108733 63
103.702944213646 53
102.791083937306 106
102.019424373133 147
99.8700345756866 57
99.0913499392251 72
113.650313653188 101
109.081305688832 46
93.9011182859809 66
113.964372212195 70
101.447983733084 81
93.593932284047 123
101.698022595585 72
98.4281251257916 84
101.009395945461 153
90.2660584585172 92
91.801747247468 172
113.629189690254 147
109.613709305313 83
91.1627552559889 106
90.9990788456368 64
117.233331327968 83
119.090421621289 51
92.2285880414474 86
86.9769473738689 121
126.234951668187 88
102.296289143468 67
101.867498921419 79
100.761366349503 115
114.048601863213 78
98.0827776466368 99
114.593921641561 68
97.7934454886546 81
105.051458862731 57
89.6650299392712 86
101.704734714592 111
112.006681608919 80
98.3659408523426 75
112.824758631226 93
127.271963879113 143
109.419242173309 72
97.5138596272044 99
100.964788597065 91
95.6606905869826 192
121.786678674516 80
70.4122038086988 152
100.808882391991 147
101.101378046172 64
102.134483263127 73
84.4218038736768 187
102.162115462578 50
101.876638170264 146
112.586221252136 82
105.23517780909 137
111.1545427748 56
90.4249775782953 149
98.7559442014457 76
101.9173782905 147
102.722172506033 126
93.0618553632675 76
114.791719208521 114
93.8823297835723 79
83.8569002564065 47
104.024901105907 243
106.645554472895 74
109.441270709949 104
90.5373920229171 140
97.517115507611 64
86.7156353146092 100
108.447637420989 71
103.476967324386 67
109.137625864311 174
106.082745533807 109
93.9245201219551 88
101.796580708718 53
80.9159058058262 77
105.029462576891 132
109.688991534785 80
91.2426287422667 76
78.6397546130199 147
84.7717241841499 102
88.8688179211393 65
112.409838955359 60
100.03481935063 101
87.6220541400693 71
105.55699118898 132
78.168506506401 129
97.5297554290275 66
111.128569275864 97
96.5832676299091 146
113.054383421411 57
117.953238714408 114
88.3216477252655 96
88.4771237501798 118
90.8554453065435 155
105.287280325336 68
108.350789270486 198
112.091369740915 55
112.994725453608 62
110.757323042099 111
109.398010235143 56
101.633746934068 93
91.1186144135961 131
92.7383901724365 137
104.075970056137 62
116.835363392518 81
117.059798235646 160
80.7383329917392 68
91.6600198477153 83
114.191325163332 150
89.3589028498076 78
83.8642252751955 113
105.998110886974 144
117.329647053871 181
119.345045624577 40
105.328205756708 114
107.196657560198 126
105.600933857552 121
99.8191306834003 34
66.2826091744949 40
107.607032447598 110
96.0877314775679 108
110.099012238119 105
93.7302685292625 40
83.6542263049814 65
112.452426520305 70
101.813774465554 118
134.953042639856 123
109.155919133269 84
110.485065174262 122
107.638249369349 78
93.966126231406 103
96.2957033729722 104
110.598259383336 131
110.551105298394 76
105.829721611203 108
90.1343256446046 89
116.84621811744 107
86.3315895431737 131
95.6678565138889 121
